"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2011","Sweden","Libya","Total","Total","Asylum applicant","Person","405",""
"2011","Sweden","Syria","Total","Total","Asylum applicant","Person","640",""
"2011","Sweden","Yemen","Total","Total","Asylum applicant","Person","165",""
"2011","Slovenia","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2011","Slovenia","Afghanistan","Total","Total","Asylum applicant","Person","65",""
"2011","Slovenia","Iraq","Total","Total","Asylum applicant","Person","10",""
"2011","Slovenia","Libya","Total","Total","Asylum applicant","Person","5",""
"2011","Slovenia","Syria","Total","Total","Asylum applicant","Person","10",""
"2011","Slovenia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Slovakia","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2011","Slovakia","Afghanistan","Total","Total","Asylum applicant","Person","75",""
"2011","Slovakia","Iraq","Total","Total","Asylum applicant","Person","10",""
"2011","Slovakia","Libya","Total","Total","Asylum applicant","Person","0",""
"2011","Slovakia","Syria","Total","Total","Asylum applicant","Person","10",""
"2011","Slovakia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","United Kingdom","Ukraine","Total","Total","Asylum applicant","Person","50",""
"2011","United Kingdom","Afghanistan","Total","Total","Asylum applicant","Person","1,665",""
"2011","United Kingdom","Iraq","Total","Total","Asylum applicant","Person","445",""
"2011","United Kingdom","Libya","Total","Total","Asylum applicant","Person","1,215",""
"2011","United Kingdom","Syria","Total","Total","Asylum applicant","Person","515",""
"2011","United Kingdom","Yemen","Total","Total","Asylum applicant","Person","65",""
"2012","Austria","Ukraine","Total","Total","Asylum applicant","Person","80",""
"2012","Austria","Afghanistan","Total","Total","Asylum applicant","Person","4,015",""
"2012","Austria","Iraq","Total","Total","Asylum applicant","Person","495",""
"2012","Austria","Libya","Total","Total","Asylum applicant","Person","30",""
"2012","Austria","Syria","Total","Total","Asylum applicant","Person","930",""
"2012","Austria","Yemen","Total","Total","Asylum applicant","Person","5",""
"2012","Belgium","Ukraine","Total","Total","Asylum applicant","Person","90",""
"2012","Belgium","Afghanistan","Total","Total","Asylum applicant","Person","3,290",""
"2012","Belgium","Iraq","Total","Total","Asylum applicant","Person","975",""
"2012","Belgium","Libya","Total","Total","Asylum applicant","Person","20",""
"2012","Belgium","Syria","Total","Total","Asylum applicant","Person","1,030",""
"2012","Belgium","Yemen","Total","Total","Asylum applicant","Person","20",""
"2012","Bulgaria","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2012","Bulgaria","Afghanistan","Total","Total","Asylum applicant","Person","110",""
"2012","Bulgaria","Iraq","Total","Total","Asylum applicant","Person","325",""
"2012","Bulgaria","Libya","Total","Total","Asylum applicant","Person","0",""
"2012","Bulgaria","Syria","Total","Total","Asylum applicant","Person","450",""
"2012","Bulgaria","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Switzerland","Ukraine","Total","Total","Asylum applicant","Person","30",""
"2012","Switzerland","Afghanistan","Total","Total","Asylum applicant","Person","1,385",""
"2012","Switzerland","Iraq","Total","Total","Asylum applicant","Person","450",""
"2012","Switzerland","Libya","Total","Total","Asylum applicant","Person","205",""
"2012","Switzerland","Syria","Total","Total","Asylum applicant","Person","1,230",""
"2012","Switzerland","Yemen","Total","Total","Asylum applicant","Person","30",""
"2012","Cyprus","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2012","Cyprus","Afghanistan","Total","Total","Asylum applicant","Person","50",""
"2012","Cyprus","Iraq","Total","Total","Asylum applicant","Person","5",""
"2012","Cyprus","Libya","Total","Total","Asylum applicant","Person","0",""
"2012","Cyprus","Syria","Total","Total","Asylum applicant","Person","565",""
"2012","Cyprus","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Czech Republic","Ukraine","Total","Total","Asylum applicant","Person","175",""
"2012","Czech Republic","Afghanistan","Total","Total","Asylum applicant","Person","10",""
"2012","Czech Republic","Iraq","Total","Total","Asylum applicant","Person","5",""
"2012","Czech Republic","Libya","Total","Total","Asylum applicant","Person","5",""
"2012","Czech Republic","Syria","Total","Total","Asylum applicant","Person","70",""
"2012","Czech Republic","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Germany (until 1990 former territory of the FRG)","Ukraine","Total","Total","Asylum applicant","Person","135",""
"2012","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Asylum applicant","Person","7,840",""
"2012","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Asylum applicant","Person","5,675",""
"2012","Germany (until 1990 former territory of the FRG)","Libya","Total","Total","Asylum applicant","Person","150",""
"2012","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","7,930",""
"2012","Germany (until 1990 former territory of the FRG)","Yemen","Total","Total","Asylum applicant","Person","25",""
"2012","Denmark","Ukraine","Total","Total","Asylum applicant","Person","15",""
"2012","Denmark","Afghanistan","Total","Total","Asylum applicant","Person","565",""
"2012","Denmark","Iraq","Total","Total","Asylum applicant","Person","125",""
"2012","Denmark","Libya","Total","Total","Asylum applicant","Person","80",""
"2012","Denmark","Syria","Total","Total","Asylum applicant","Person","875",""
"2012","Denmark","Yemen","Total","Total","Asylum applicant","Person","10",""
"2012","Estonia","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2012","Estonia","Afghanistan","Total","Total","Asylum applicant","Person","5",""
"2012","Estonia","Iraq","Total","Total","Asylum applicant","Person","0",""
"2012","Estonia","Libya","Total","Total","Asylum applicant","Person","0",""
"2012","Estonia","Syria","Total","Total","Asylum applicant","Person","5",""
"2012","Estonia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Greece","Ukraine","Total","Total","Asylum applicant","Person","45",""
"2012","Greece","Afghanistan","Total","Total","Asylum applicant","Person","585",""
"2012","Greece","Iraq","Total","Total","Asylum applicant","Person","315",""
"2012","Greece","Libya","Total","Total","Asylum applicant","Person","0",""
"2012","Greece","Syria","Total","Total","Asylum applicant","Person","275",""
"2012","Greece","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Spain","Ukraine","Total","Total","Asylum applicant","Person","20",""
"2012","Spain","Afghanistan","Total","Total","Asylum applicant","Person","45",""
"2012","Spain","Iraq","Total","Total","Asylum applicant","Person","20",""
"2012","Spain","Libya","Total","Total","Asylum applicant","Person","15",""
"2012","Spain","Syria","Total","Total","Asylum applicant","Person","255",""
"2012","Spain","Yemen","Total","Total","Asylum applicant","Person","5",""
"2012","European Union (28 countries)","Ukraine","Total","Total","Asylum applicant","Person","1,095","d"
"2012","European Union (28 countries)","Afghanistan","Total","Total","Asylum applicant","Person","28,020","d"
"2012","European Union (28 countries)","Iraq","Total","Total","Asylum applicant","Person","13,190","d"
"2012","European Union (28 countries)","Libya","Total","Total","Asylum applicant","Person","1,450","d"
"2012","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","24,115","d"
"2012","European Union (28 countries)","Yemen","Total","Total","Asylum applicant","Person","475","d"
"2012","Finland","Ukraine","Total","Total","Asylum applicant","Person","15",""
"2012","Finland","Afghanistan","Total","Total","Asylum applicant","Person","210",""
"2012","Finland","Iraq","Total","Total","Asylum applicant","Person","830",""
"2012","Finland","Libya","Total","Total","Asylum applicant","Person","20",""
"2012","Finland","Syria","Total","Total","Asylum applicant","Person","185",""
"2012","Finland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","France","Ukraine","Total","Total","Asylum applicant","Person","145",""
"2012","France","Afghanistan","Total","Total","Asylum applicant","Person","570",""
"2012","France","Iraq","Total","Total","Asylum applicant","Person","185",""
"2012","France","Libya","Total","Total","Asylum applicant","Person","60",""
"2012","France","Syria","Total","Total","Asylum applicant","Person","635",""
"2012","France","Yemen","Total","Total","Asylum applicant","Person","5",""
"2012","Croatia","Ukraine","Total","Total","Asylum applicant","Person",":",""
"2012","Croatia","Afghanistan","Total","Total","Asylum applicant","Person",":",""
"2012","Croatia","Iraq","Total","Total","Asylum applicant","Person",":",""
"2012","Croatia","Libya","Total","Total","Asylum applicant","Person",":",""
"2012","Croatia","Syria","Total","Total","Asylum applicant","Person",":",""
"2012","Croatia","Yemen","Total","Total","Asylum applicant","Person",":",""
"2012","Hungary","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2012","Hungary","Afghanistan","Total","Total","Asylum applicant","Person","880",""
"2012","Hungary","Iraq","Total","Total","Asylum applicant","Person","30",""
"2012","Hungary","Libya","Total","Total","Asylum applicant","Person","5",""
"2012","Hungary","Syria","Total","Total","Asylum applicant","Person","145",""
"2012","Hungary","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Ireland","Ukraine","Total","Total","Asylum applicant","Person","15",""
"2012","Ireland","Afghanistan","Total","Total","Asylum applicant","Person","30",""
"2012","Ireland","Iraq","Total","Total","Asylum applicant","Person","10",""
"2012","Ireland","Libya","Total","Total","Asylum applicant","Person","5",""
"2012","Ireland","Syria","Total","Total","Asylum applicant","Person","15",""
"2012","Ireland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Iceland","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2012","Iceland","Afghanistan","Total","Total","Asylum applicant","Person","10",""
"2012","Iceland","Iraq","Total","Total","Asylum applicant","Person","5",""
"2012","Iceland","Libya","Total","Total","Asylum applicant","Person","0",""
"2012","Iceland","Syria","Total","Total","Asylum applicant","Person","5",""
"2012","Iceland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Italy","Ukraine","Total","Total","Asylum applicant","Person","35",""
"2012","Italy","Afghanistan","Total","Total","Asylum applicant","Person","1,495",""
"2012","Italy","Iraq","Total","Total","Asylum applicant","Person","405",""
"2012","Italy","Libya","Total","Total","Asylum applicant","Person","70",""
"2012","Italy","Syria","Total","Total","Asylum applicant","Person","355",""
"2012","Italy","Yemen","Total","Total","Asylum applicant","Person","5",""
"2012","Liechtenstein","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2012","Liechtenstein","Afghanistan","Total","Total","Asylum applicant","Person","5",""
"2012","Liechtenstein","Iraq","Total","Total","Asylum applicant","Person","0",""
"2012","Liechtenstein","Libya","Total","Total","Asylum applicant","Person","0",""
"2012","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0",""
"2012","Liechtenstein","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Lithuania","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2012","Lithuania","Afghanistan","Total","Total","Asylum applicant","Person","100",""
"2012","Lithuania","Iraq","Total","Total","Asylum applicant","Person","5",""
"2012","Lithuania","Libya","Total","Total","Asylum applicant","Person","0",""
"2012","Lithuania","Syria","Total","Total","Asylum applicant","Person","0",""
"2012","Lithuania","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Luxembourg","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2012","Luxembourg","Afghanistan","Total","Total","Asylum applicant","Person","10",""
"2012","Luxembourg","Iraq","Total","Total","Asylum applicant","Person","25",""
"2012","Luxembourg","Libya","Total","Total","Asylum applicant","Person","15",""
"2012","Luxembourg","Syria","Total","Total","Asylum applicant","Person","10",""
"2012","Luxembourg","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Latvia","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2012","Latvia","Afghanistan","Total","Total","Asylum applicant","Person","15",""
"2012","Latvia","Iraq","Total","Total","Asylum applicant","Person","0",""
"2012","Latvia","Libya","Total","Total","Asylum applicant","Person","0",""
"2012","Latvia","Syria","Total","Total","Asylum applicant","Person","20",""
"2012","Latvia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Malta","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2012","Malta","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2012","Malta","Iraq","Total","Total","Asylum applicant","Person","5",""
"2012","Malta","Libya","Total","Total","Asylum applicant","Person","60",""
"2012","Malta","Syria","Total","Total","Asylum applicant","Person","150",""
"2012","Malta","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Netherlands","Ukraine","Total","Total","Asylum applicant","Person","30","p"
"2012","Netherlands","Afghanistan","Total","Total","Asylum applicant","Person","1,620","p"
"2012","Netherlands","Iraq","Total","Total","Asylum applicant","Person","1,885","p"
"2012","Netherlands","Libya","Total","Total","Asylum applicant","Person","105","p"
"2012","Netherlands","Syria","Total","Total","Asylum applicant","Person","575","p"
"2012","Netherlands","Yemen","Total","Total","Asylum applicant","Person","30","p"
"2012","Norway","Ukraine","Total","Total","Asylum applicant","Person","30",""
"2012","Norway","Afghanistan","Total","Total","Asylum applicant","Person","985",""
"2012","Norway","Iraq","Total","Total","Asylum applicant","Person","220",""
"2012","Norway","Libya","Total","Total","Asylum applicant","Person","70",""
"2012","Norway","Syria","Total","Total","Asylum applicant","Person","325",""
"2012","Norway","Yemen","Total","Total","Asylum applicant","Person","30",""
"2012","Poland","Ukraine","Total","Total","Asylum applicant","Person","70",""
"2012","Poland","Afghanistan","Total","Total","Asylum applicant","Person","105",""
"2012","Poland","Iraq","Total","Total","Asylum applicant","Person","25",""
"2012","Poland","Libya","Total","Total","Asylum applicant","Person","0",""
"2012","Poland","Syria","Total","Total","Asylum applicant","Person","105",""
"2012","Poland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Portugal","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2012","Portugal","Afghanistan","Total","Total","Asylum applicant","Person","5",""
"2012","Portugal","Iraq","Total","Total","Asylum applicant","Person","0",""
"2012","Portugal","Libya","Total","Total","Asylum applicant","Person","5",""
"2012","Portugal","Syria","Total","Total","Asylum applicant","Person","20",""
"2012","Portugal","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Romania","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2012","Romania","Afghanistan","Total","Total","Asylum applicant","Person","200",""
"2012","Romania","Iraq","Total","Total","Asylum applicant","Person","45",""
"2012","Romania","Libya","Total","Total","Asylum applicant","Person","15",""
"2012","Romania","Syria","Total","Total","Asylum applicant","Person","245",""
"2012","Romania","Yemen","Total","Total","Asylum applicant","Person","5",""
"2012","Sweden","Ukraine","Total","Total","Asylum applicant","Person","130",""
"2012","Sweden","Afghanistan","Total","Total","Asylum applicant","Person","4,760",""
"2012","Sweden","Iraq","Total","Total","Asylum applicant","Person","1,345",""
"2012","Sweden","Libya","Total","Total","Asylum applicant","Person","360",""
"2012","Sweden","Syria","Total","Total","Asylum applicant","Person","7,920",""
"2012","Sweden","Yemen","Total","Total","Asylum applicant","Person","290",""
"2012","Slovenia","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2012","Slovenia","Afghanistan","Total","Total","Asylum applicant","Person","65",""
"2012","Slovenia","Iraq","Total","Total","Asylum applicant","Person","0",""
"2012","Slovenia","Libya","Total","Total","Asylum applicant","Person","5",""
"2012","Slovenia","Syria","Total","Total","Asylum applicant","Person","30",""
"2012","Slovenia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","Slovakia","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2012","Slovakia","Afghanistan","Total","Total","Asylum applicant","Person","90",""
"2012","Slovakia","Iraq","Total","Total","Asylum applicant","Person","5",""
"2012","Slovakia","Libya","Total","Total","Asylum applicant","Person","0",""
"2012","Slovakia","Syria","Total","Total","Asylum applicant","Person","5",""
"2012","Slovakia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2012","United Kingdom","Ukraine","Total","Total","Asylum applicant","Person","60",""
"2012","United Kingdom","Afghanistan","Total","Total","Asylum applicant","Person","1,355",""
"2012","United Kingdom","Iraq","Total","Total","Asylum applicant","Person","460",""
"2012","United Kingdom","Libya","Total","Total","Asylum applicant","Person","415",""
"2012","United Kingdom","Syria","Total","Total","Asylum applicant","Person","1,305",""
"2012","United Kingdom","Yemen","Total","Total","Asylum applicant","Person","80",""
"2013","Austria","Ukraine","Total","Total","Asylum applicant","Person","60",""
"2013","Austria","Afghanistan","Total","Total","Asylum applicant","Person","2,590",""
"2013","Austria","Iraq","Total","Total","Asylum applicant","Person","465",""
"2013","Austria","Libya","Total","Total","Asylum applicant","Person","40",""
"2013","Austria","Syria","Total","Total","Asylum applicant","Person","2,005",""
"2013","Austria","Yemen","Total","Total","Asylum applicant","Person","5",""
"2013","Belgium","Ukraine","Total","Total","Asylum applicant","Person","65",""
"2013","Belgium","Afghanistan","Total","Total","Asylum applicant","Person","1,675",""
"2013","Belgium","Iraq","Total","Total","Asylum applicant","Person","930",""
"2013","Belgium","Libya","Total","Total","Asylum applicant","Person","20",""
"2013","Belgium","Syria","Total","Total","Asylum applicant","Person","1,135",""
"2013","Belgium","Yemen","Total","Total","Asylum applicant","Person","10",""
"2013","Bulgaria","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2013","Bulgaria","Afghanistan","Total","Total","Asylum applicant","Person","310",""
"2013","Bulgaria","Iraq","Total","Total","Asylum applicant","Person","255",""
"2013","Bulgaria","Libya","Total","Total","Asylum applicant","Person","5",""
"2013","Bulgaria","Syria","Total","Total","Asylum applicant","Person","4,510",""
"2013","Bulgaria","Yemen","Total","Total","Asylum applicant","Person","10",""
"2013","Switzerland","Ukraine","Total","Total","Asylum applicant","Person","40",""
"2013","Switzerland","Afghanistan","Total","Total","Asylum applicant","Person","895",""
"2013","Switzerland","Iraq","Total","Total","Asylum applicant","Person","395",""
"2013","Switzerland","Libya","Total","Total","Asylum applicant","Person","150",""
"2013","Switzerland","Syria","Total","Total","Asylum applicant","Person","1,900",""
"2013","Switzerland","Yemen","Total","Total","Asylum applicant","Person","45",""
"2013","Cyprus","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2013","Cyprus","Afghanistan","Total","Total","Asylum applicant","Person","5",""
"2013","Cyprus","Iraq","Total","Total","Asylum applicant","Person","5",""
"2013","Cyprus","Libya","Total","Total","Asylum applicant","Person","0",""
"2013","Cyprus","Syria","Total","Total","Asylum applicant","Person","570",""
"2013","Cyprus","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Czech Republic","Ukraine","Total","Total","Asylum applicant","Person","145",""
"2013","Czech Republic","Afghanistan","Total","Total","Asylum applicant","Person","10",""
"2013","Czech Republic","Iraq","Total","Total","Asylum applicant","Person","10",""
"2013","Czech Republic","Libya","Total","Total","Asylum applicant","Person","5",""
"2013","Czech Republic","Syria","Total","Total","Asylum applicant","Person","70",""
"2013","Czech Republic","Yemen","Total","Total","Asylum applicant","Person","10",""
"2013","Germany (until 1990 former territory of the FRG)","Ukraine","Total","Total","Asylum applicant","Person","150",""
"2013","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Asylum applicant","Person","8,240",""
"2013","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Asylum applicant","Person","4,195",""
"2013","Germany (until 1990 former territory of the FRG)","Libya","Total","Total","Asylum applicant","Person","360",""
"2013","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","12,855",""
"2013","Germany (until 1990 former territory of the FRG)","Yemen","Total","Total","Asylum applicant","Person","100",""
"2013","Denmark","Ukraine","Total","Total","Asylum applicant","Person","40",""
"2013","Denmark","Afghanistan","Total","Total","Asylum applicant","Person","410",""
"2013","Denmark","Iraq","Total","Total","Asylum applicant","Person","95",""
"2013","Denmark","Libya","Total","Total","Asylum applicant","Person","60",""
"2013","Denmark","Syria","Total","Total","Asylum applicant","Person","1,685",""
"2013","Denmark","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Estonia","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2013","Estonia","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2013","Estonia","Iraq","Total","Total","Asylum applicant","Person","0",""
"2013","Estonia","Libya","Total","Total","Asylum applicant","Person","0",""
"2013","Estonia","Syria","Total","Total","Asylum applicant","Person","15",""
"2013","Estonia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Greece","Ukraine","Total","Total","Asylum applicant","Person","20",""
"2013","Greece","Afghanistan","Total","Total","Asylum applicant","Person","1,225",""
"2013","Greece","Iraq","Total","Total","Asylum applicant","Person","145",""
"2013","Greece","Libya","Total","Total","Asylum applicant","Person","10",""
"2013","Greece","Syria","Total","Total","Asylum applicant","Person","485",""
"2013","Greece","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Spain","Ukraine","Total","Total","Asylum applicant","Person","15",""
"2013","Spain","Afghanistan","Total","Total","Asylum applicant","Person","65",""
"2013","Spain","Iraq","Total","Total","Asylum applicant","Person","45",""
"2013","Spain","Libya","Total","Total","Asylum applicant","Person","15",""
"2013","Spain","Syria","Total","Total","Asylum applicant","Person","725",""
"2013","Spain","Yemen","Total","Total","Asylum applicant","Person","5",""
"2013","European Union (28 countries)","Ukraine","Total","Total","Asylum applicant","Person","1,055",""
"2013","European Union (28 countries)","Afghanistan","Total","Total","Asylum applicant","Person","26,215",""
"2013","European Union (28 countries)","Iraq","Total","Total","Asylum applicant","Person","10,740",""
"2013","European Union (28 countries)","Libya","Total","Total","Asylum applicant","Person","1,925",""
"2013","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","49,980",""
"2013","European Union (28 countries)","Yemen","Total","Total","Asylum applicant","Person","500",""
"2013","Finland","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2013","Finland","Afghanistan","Total","Total","Asylum applicant","Person","200",""
"2013","Finland","Iraq","Total","Total","Asylum applicant","Person","820",""
"2013","Finland","Libya","Total","Total","Asylum applicant","Person","25",""
"2013","Finland","Syria","Total","Total","Asylum applicant","Person","150",""
"2013","Finland","Yemen","Total","Total","Asylum applicant","Person","5",""
"2013","France","Ukraine","Total","Total","Asylum applicant","Person","135",""
"2013","France","Afghanistan","Total","Total","Asylum applicant","Person","590",""
"2013","France","Iraq","Total","Total","Asylum applicant","Person","95",""
"2013","France","Libya","Total","Total","Asylum applicant","Person","85",""
"2013","France","Syria","Total","Total","Asylum applicant","Person","1,315",""
"2013","France","Yemen","Total","Total","Asylum applicant","Person","20",""
"2013","Croatia","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2013","Croatia","Afghanistan","Total","Total","Asylum applicant","Person","185",""
"2013","Croatia","Iraq","Total","Total","Asylum applicant","Person","5",""
"2013","Croatia","Libya","Total","Total","Asylum applicant","Person","10",""
"2013","Croatia","Syria","Total","Total","Asylum applicant","Person","195",""
"2013","Croatia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Hungary","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2013","Hungary","Afghanistan","Total","Total","Asylum applicant","Person","2,330",""
"2013","Hungary","Iraq","Total","Total","Asylum applicant","Person","65",""
"2013","Hungary","Libya","Total","Total","Asylum applicant","Person","35",""
"2013","Hungary","Syria","Total","Total","Asylum applicant","Person","975",""
"2013","Hungary","Yemen","Total","Total","Asylum applicant","Person","5",""
"2013","Ireland","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2013","Ireland","Afghanistan","Total","Total","Asylum applicant","Person","30",""
"2013","Ireland","Iraq","Total","Total","Asylum applicant","Person","25",""
"2013","Ireland","Libya","Total","Total","Asylum applicant","Person","5",""
"2013","Ireland","Syria","Total","Total","Asylum applicant","Person","40",""
"2013","Ireland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Iceland","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2013","Iceland","Afghanistan","Total","Total","Asylum applicant","Person","5",""
"2013","Iceland","Iraq","Total","Total","Asylum applicant","Person","5",""
"2013","Iceland","Libya","Total","Total","Asylum applicant","Person","0",""
"2013","Iceland","Syria","Total","Total","Asylum applicant","Person","5",""
"2013","Iceland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Italy","Ukraine","Total","Total","Asylum applicant","Person","35",""
"2013","Italy","Afghanistan","Total","Total","Asylum applicant","Person","2,055",""
"2013","Italy","Iraq","Total","Total","Asylum applicant","Person","555",""
"2013","Italy","Libya","Total","Total","Asylum applicant","Person","50",""
"2013","Italy","Syria","Total","Total","Asylum applicant","Person","635",""
"2013","Italy","Yemen","Total","Total","Asylum applicant","Person","30",""
"2013","Liechtenstein","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2013","Liechtenstein","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2013","Liechtenstein","Iraq","Total","Total","Asylum applicant","Person","0",""
"2013","Liechtenstein","Libya","Total","Total","Asylum applicant","Person","0",""
"2013","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0",""
"2013","Liechtenstein","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Lithuania","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2013","Lithuania","Afghanistan","Total","Total","Asylum applicant","Person","85",""
"2013","Lithuania","Iraq","Total","Total","Asylum applicant","Person","0",""
"2013","Lithuania","Libya","Total","Total","Asylum applicant","Person","0",""
"2013","Lithuania","Syria","Total","Total","Asylum applicant","Person","10",""
"2013","Lithuania","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Luxembourg","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2013","Luxembourg","Afghanistan","Total","Total","Asylum applicant","Person","15",""
"2013","Luxembourg","Iraq","Total","Total","Asylum applicant","Person","25",""
"2013","Luxembourg","Libya","Total","Total","Asylum applicant","Person","15",""
"2013","Luxembourg","Syria","Total","Total","Asylum applicant","Person","25",""
"2013","Luxembourg","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Latvia","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2013","Latvia","Afghanistan","Total","Total","Asylum applicant","Person","5",""
"2013","Latvia","Iraq","Total","Total","Asylum applicant","Person","0",""
"2013","Latvia","Libya","Total","Total","Asylum applicant","Person","0",""
"2013","Latvia","Syria","Total","Total","Asylum applicant","Person","15",""
"2013","Latvia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Malta","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2013","Malta","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2013","Malta","Iraq","Total","Total","Asylum applicant","Person","0",""
"2013","Malta","Libya","Total","Total","Asylum applicant","Person","110",""
"2013","Malta","Syria","Total","Total","Asylum applicant","Person","250",""
"2013","Malta","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Netherlands","Ukraine","Total","Total","Asylum applicant","Person","35",""
"2013","Netherlands","Afghanistan","Total","Total","Asylum applicant","Person","1,365",""
"2013","Netherlands","Iraq","Total","Total","Asylum applicant","Person","955",""
"2013","Netherlands","Libya","Total","Total","Asylum applicant","Person","165",""
"2013","Netherlands","Syria","Total","Total","Asylum applicant","Person","2,265",""
"2013","Netherlands","Yemen","Total","Total","Asylum applicant","Person","35",""
"2013","Norway","Ukraine","Total","Total","Asylum applicant","Person","25",""
"2013","Norway","Afghanistan","Total","Total","Asylum applicant","Person","725",""
"2013","Norway","Iraq","Total","Total","Asylum applicant","Person","190",""
"2013","Norway","Libya","Total","Total","Asylum applicant","Person","75",""
"2013","Norway","Syria","Total","Total","Asylum applicant","Person","865",""
"2013","Norway","Yemen","Total","Total","Asylum applicant","Person","35",""
"2013","Poland","Ukraine","Total","Total","Asylum applicant","Person","45",""
"2013","Poland","Afghanistan","Total","Total","Asylum applicant","Person","50",""
"2013","Poland","Iraq","Total","Total","Asylum applicant","Person","30",""
"2013","Poland","Libya","Total","Total","Asylum applicant","Person","0",""
"2013","Poland","Syria","Total","Total","Asylum applicant","Person","255",""
"2013","Poland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Portugal","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2013","Portugal","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2013","Portugal","Iraq","Total","Total","Asylum applicant","Person","5",""
"2013","Portugal","Libya","Total","Total","Asylum applicant","Person","0",""
